GOOG,0.00306
AAPL,0.01467
FB,0.09856
BABA,0.12558
AMZN,0.0
GE,0.0
AMD,0.0
WMT,0.17715
BAC,0.0
GM,0.11682
T,0.17692
UAA,0.0
SHLD,0.0
XOM,0.18861
RRC,0.0
BBY,0.00063
MA,0.0
PFE,0.08778
JPM,0.0
SBUX,0.01022
